sale_date,product_id,product_name,product_category,product_subcategory,unit_price,quantity_sold,sale_country,sale_city
2004-09-26,255939,see,investment,concern,433.47,18,Cocos (Keeling) Islands,Port Richardberg
1985-08-22,2829747,example,source,force,822.05,20,Cook Islands,Bobchester
2005-10-07,545122,bag,attack,information,634.41,9,Antarctica (the territory South of 60 deg S),Brianborough
1982-04-06,5824189,turn,along,across,210.3,72,Congo,Cabreramouth
2005-02-25,7228891,hospital,toward,response,72.53,97,Solomon Islands,Wilsonchester
2004-10-10,2866769,edge,decade,pattern,962.08,62,Belize,Arnoldland
2003-03-26,8897749,before,avoid,individual,308.68,89,Uruguay,Donaldville
1998-12-03,7071820,during,you,bad,860.48,29,Puerto Rico,Jeremyburgh
2022-12-21,7518921,simply,year,coach,13.38,98,Gambia,New Alexa
1999-05-02,6952703,man,quickly,participant,882.34,72,Samoa,New Kellytown
1993-04-16,8696102,probably,them,prove,934.72,77,Costa Rica,West Joshua
1975-12-26,4632353,find,specific,environmental,407.19,11,Cote d'Ivoire,North Stevenland
2004-10-16,247190,race,while,realize,934.7,89,Jamaica,Ryanbury
2023-08-16,8064411,increase,mission,base,659.86,12,Finland,Brittneyburgh
2010-10-06,827066,analysis,imagine,name,124.62,18,Guinea-Bissau,Port Jasmine
2018-10-30,8322610,certainly,cold,fight,184.24,47,Sri Lanka,Brianport
1990-09-01,8882434,degree,agency,yet,330.75,14,Saint Vincent and the Grenadines,Michaelchester
2003-03-07,7112105,carry,worker,piece,472.3,80,Cook Islands,New Erin
1974-01-18,7400265,kitchen,media,good,949.37,36,Lesotho,Erikastad
1981-04-17,2504973,record,behind,answer,939.7,63,Morocco,Lake Meghan
1972-02-11,5834270,task,within,minute,878.49,50,Cambodia,Perkinsbury
1991-07-22,8032436,arm,school,east,162.03,46,Monaco,Timothyville
2015-09-28,2696010,gun,bad,article,258.01,32,Saint Lucia,Erinville
2005-01-01,7337014,these,boy,human,869.57,52,Austria,New Crystalborough
1992-06-01,5523274,strategy,responsibility,they,608.78,96,Syrian Arab Republic,New Jason
2012-05-04,9509797,involve,senior,ground,333.23,62,Bulgaria,New Melissamouth
2013-04-09,1951749,cause,time,care,382.47,27,United Arab Emirates,South Hannah
1991-02-08,959345,treatment,either,marriage,127.96,27,Andorra,Hensonmouth
1989-04-10,9503473,town,choose,player,659.78,29,Ukraine,West Danielle
1975-04-10,5738929,single,serve,employee,734.18,8,Egypt,Dixonland
1977-08-26,9406098,start,just,although,147.46,19,American Samoa,Laurastad
1972-05-15,1960479,hour,run,moment,389.21,65,Colombia,North Katherine
2007-01-03,7765608,standard,watch,short,200.91,67,Angola,Melissatown
1976-02-23,8705571,floor,religious,determine,538.92,64,Japan,East Christopherstad
1999-12-19,85945,structure,charge,group,900.95,45,Georgia,Hannahmouth
1980-06-29,7694126,pattern,learn,decade,116.88,9,Australia,Rodneyton
1980-12-02,2202606,single,talk,conference,525.9,20,British Indian Ocean Territory (Chagos Archipelago),West Williamfort
2001-05-24,5113027,brother,box,remain,743.39,46,Cape Verde,Landryland
1970-07-06,9480616,loss,page,tough,563.09,56,Afghanistan,Lake Louis
1990-01-15,1345118,decide,compare,century,988.19,56,Madagascar,Port Daleside
1985-05-29,5742208,yourself,foot,can,541.16,14,Norfolk Island,Perezborough
2012-02-25,4993257,here,wait,happy,306.79,98,French Guiana,Lake Kathleenfurt
1992-12-29,9531721,respond,development,ability,729.06,67,Seychelles,East Michael
2010-01-01,9553422,for,debate,see,407.18,72,Iran,Banksmouth
2015-01-12,2657951,huge,program,white,417.05,80,Grenada,Christopherland
2003-09-17,6687148,by,occur,Mr,967.71,34,Algeria,West Marieborough
2018-04-01,9599341,away,happy,color,994.6,81,Guinea,Johntown
1983-07-22,5440674,deal,impact,serious,481.17,63,Portugal,Tommymouth
1995-09-15,1089117,senior,recently,address,582.21,35,Kyrgyz Republic,New Stephen
2008-03-06,2733905,company,human,tough,888.97,44,Guatemala,Evansfort
1971-11-12,9162322,number,heart,head,708.26,58,Congo,Lake Patricia
1994-05-20,2909773,always,would,project,613.46,77,Bosnia and Herzegovina,Parkerville
1977-07-09,6106684,remember,difference,eye,759.55,78,Paraguay,Port Michellemouth
1994-04-04,1317696,wait,necessary,similar,908.63,78,Rwanda,Joshuashire
2013-04-21,5684965,environment,skin,tough,998.05,12,Saint Pierre and Miquelon,East Claudia
1970-04-17,9651711,career,create,treatment,140.45,93,Cameroon,Lake Brian
2006-03-06,7770753,clear,plant,popular,342.99,72,Slovenia,East Timothyfort
1979-06-07,9809318,the,blood,story,572.09,72,Liberia,West Melissaton
1979-01-21,9398803,individual,care,scene,837.92,78,Saint Helena,Nathantown
1986-07-15,8274055,team,wife,face,642.69,68,Suriname,Brianport
1987-05-04,7370358,set,memory,guy,302.32,16,Norfolk Island,Rowlandhaven
1986-01-18,7238868,simple,north,thousand,964.42,76,Guadeloupe,Fordville
1982-12-17,9628488,vote,candidate,early,86.27,22,Ireland,East Andrewbury
1999-10-18,8670789,town,become,gun,281.45,95,Bermuda,Marshalltown
1996-10-22,9891541,professional,college,southern,947.15,31,Gambia,Martinside
2023-10-12,9854762,from,institution,herself,391.42,31,Thailand,Andersontown
2010-12-13,8586885,modern,life,table,26.39,19,Macao,East Williamburgh
1995-05-27,6245801,season,certainly,describe,360.45,83,Norfolk Island,Danielview
2001-09-04,1338968,audience,like,rock,649.31,31,Cocos (Keeling) Islands,Lake Ruthmouth
2005-11-29,2686514,buy,son,son,687.85,63,Luxembourg,Jamietown
2020-09-24,1593979,well,maintain,feeling,548.74,6,Moldova,Lake Maryburgh
1975-04-22,1209012,risk,argue,theory,952.75,9,Western Sahara,North Karina
1999-10-21,947538,production,difficult,customer,709.58,26,Mali,East Scottville
2021-11-02,8715503,yes,race,sing,970.7,55,South Georgia and the South Sandwich Islands,Wrightville
2011-01-11,691165,the,chair,make,256.81,90,Zambia,New Phillipton
1980-12-17,2858999,similar,keep,through,423.21,63,United States of America,Smithhaven
1993-12-23,2958555,throughout,draw,appear,455.75,52,Ghana,Bishopborough
1996-11-23,9507779,cover,treat,game,64.63,33,Burkina Faso,Mccallport
2005-08-18,7189856,expect,lose,pass,850.73,27,Suriname,East Juanmouth
2007-11-06,3026759,at,paper,establish,125.72,9,Holy See (Vatican City State),South Jennifer
1985-01-10,1558633,customer,professor,how,361.1,36,Congo,Port Tamara
2014-12-21,8809894,analysis,visit,support,673.47,55,Northern Mariana Islands,Dianefurt
1980-12-14,6898709,generation,radio,lead,641.66,66,Turks and Caicos Islands,East David
1998-01-07,2877390,traditional,nature,race,226.48,31,Colombia,Rhondastad
1988-10-01,3529814,PM,I,plan,924.95,65,Jordan,Lynchborough
2020-12-11,4515715,manager,receive,once,820.78,90,Grenada,North Ronaldbury
2006-12-12,3601382,environment,off,themselves,409.73,72,United States of America,Justinborough
1979-07-04,2530930,education,way,actually,958.78,65,Rwanda,Port Kelsey
2013-01-27,1842529,professional,economy,worker,803.93,93,Cape Verde,Kingbury
2016-08-22,7035549,above,rock,improve,556.39,30,Mongolia,Markfort
1997-11-30,7925784,wait,note,time,378.26,99,United States Minor Outlying Islands,Reyesside
1971-08-01,4196798,yeah,avoid,add,274.87,4,Taiwan,Teresachester
2017-04-03,1257211,company,happy,clearly,708.27,36,France,Erikshire
1977-09-07,7627925,begin,region,education,857.63,74,Tunisia,Jonesfurt
1981-10-31,5055144,name,security,floor,628.57,16,Kyrgyz Republic,New Veronica
1985-10-04,2975901,authority,carry,performance,912.56,76,United Kingdom,New Brittany
1998-06-21,5940409,generation,ball,culture,210.88,46,Greenland,Reedbury
1990-03-05,8078244,economic,natural,employee,305.63,56,Georgia,Johnview
1986-12-25,8909564,offer,them,if,688.94,68,Sudan,Simmonschester
2004-08-09,5376705,try,statement,show,919.81,68,Netherlands Antilles,West Davidside
1974-06-28,8156137,I,plant,it,142.06,30,Sudan,Lake Paulhaven
1981-02-03,5260729,can,early,guy,463.84,41,Mozambique,Michelleview
1998-08-01,3032025,do,candidate,summer,275.35,77,Ecuador,Port Matthewside
1999-08-25,8754885,eight,tend,throw,456.76,30,Martinique,West Stephanie
2010-12-11,9133425,Democrat,office,gas,988.58,93,Tajikistan,North Darlene
2015-06-17,3808731,eye,situation,number,77.35,73,Dominican Republic,Port Kyle
1975-09-03,4165050,short,test,sort,953.14,91,Trinidad and Tobago,Kathryntown
1983-12-19,9871781,rest,identify,movement,779.55,34,Uzbekistan,Feliciamouth
2018-12-19,7717396,house,race,keep,116.6,69,Oman,South Kristinatown
2017-03-16,6171717,more,rule,arm,526.47,98,South Georgia and the South Sandwich Islands,North Ronaldburgh
2003-08-05,8159386,particular,radio,that,243.85,30,Faroe Islands,Baldwinmouth
1987-06-29,9620278,cut,moment,form,704.91,49,Italy,West Alex
2010-08-23,113037,despite,reach,meeting,239.88,32,Cambodia,North Richardside
1995-09-18,2284630,receive,story,small,787.41,31,Argentina,Port Morgan
2000-03-21,7534709,sort,cultural,rock,441.56,5,Anguilla,West Brenda
2001-02-04,1150016,start,off,improve,728.72,9,Benin,South Jeffery
1972-12-22,2720117,opportunity,again,this,254.63,18,Montserrat,Port Jeffton
1977-07-19,676506,conference,young,one,529.63,40,Bangladesh,Reynoldshaven
1978-01-01,2015228,again,trouble,age,544.22,4,Haiti,Smithchester
2013-01-01,5103477,summer,foot,daughter,514.56,89,South Africa,Cisneroschester
1976-10-30,6061232,leader,fear,everything,548.49,21,Panama,Wrightbury
1984-09-24,1884979,adult,really,star,931.71,12,Angola,Allenside
1985-10-25,3103640,idea,on,worry,770.22,26,Ireland,Rebeccaland
1999-07-20,5925379,capital,firm,box,160.42,22,Denmark,West Terrychester
2023-12-09,1887166,point,appear,voice,626.15,44,Belize,South Pamelaborough
1990-08-28,5555925,change,economic,indeed,764.27,75,Benin,Ericburgh
1976-09-23,632112,girl,relate,American,908.75,50,Korea,East Ashleystad
2005-03-17,7610806,night,late,happy,554.21,93,Northern Mariana Islands,Yorkton
1970-08-25,6888806,address,hour,his,614.12,68,Anguilla,East Sheila
2011-07-26,9490990,sometimes,quickly,focus,993.16,42,Romania,Port Kelseymouth
2006-07-02,4941162,including,others,thus,398.61,29,Ethiopia,Port Kyle
1987-05-30,9362805,draw,teach,range,940.08,98,Timor-Leste,New Catherineport
1992-04-12,9040775,rest,attack,catch,436.81,22,Iran,Sophiahaven
1985-07-27,2580647,good,break,guess,747.79,78,Sao Tome and Principe,Garnerchester
1982-12-25,9036350,several,dog,fine,113.6,100,Kazakhstan,North Brenda
2017-03-01,6821383,population,alone,focus,652.45,6,Burundi,Lake Lisa
1970-03-01,3102107,affect,follow,election,767.43,54,Solomon Islands,North Kimberly
2014-07-16,2422229,should,film,service,83.79,17,American Samoa,Smallmouth
1999-10-22,4571079,program,fill,upon,424.92,2,Kazakhstan,Brucefurt
2021-05-15,4449344,rest,present,then,235.93,72,Tanzania,Brendafurt
1994-07-17,2871856,actually,stand,share,808.21,52,Dominican Republic,West Alyssaburgh
1974-12-25,1345114,hit,reveal,wife,991.2,42,Aruba,Jacobville
2008-10-27,6398822,someone,seek,any,578.6,50,Antarctica (the territory South of 60 deg S),South Cynthiastad
1979-10-11,8594981,third,night,front,560.01,34,Swaziland,Lake Julie
2007-06-06,4621400,discussion,fight,whose,162.2,41,American Samoa,Thomaston
2022-03-06,7403553,every,because,range,758.52,81,Benin,Kennethview
2007-05-10,8862076,attack,total,on,613.3,83,Germany,Beckchester
1989-01-11,8402865,pass,tax,oil,950.17,10,Somalia,Stephenshire
1987-06-15,7808352,major,skill,something,340.3,57,Martinique,Williamsmouth
1992-02-05,6567414,season,side,since,210.83,98,Indonesia,Taylorberg
2006-06-18,172727,tonight,theory,under,570.67,88,Albania,Hermanberg
1992-01-30,5370361,party,partner,task,143.54,68,Ecuador,Port Amandastad
1978-10-11,3110021,power,newspaper,adult,878.49,48,Chile,Armstrongmouth
1977-03-20,1065457,available,one,television,447.39,76,Hong Kong,East Justin
1978-05-07,3229273,ground,produce,something,969.06,84,Netherlands Antilles,Shannonmouth
2019-02-07,466778,white,personal,organization,669.48,93,Bangladesh,Samanthaville
2005-04-25,4103816,son,west,PM,727.09,92,Falkland Islands (Malvinas),Ramosside
2015-10-10,4386252,much,clearly,term,603.64,34,Greenland,Casehaven
1989-09-19,9179862,even,probably,occur,519.02,15,Luxembourg,Lake Lindamouth
1975-11-27,5539544,rich,employee,couple,838.29,3,Georgia,West Anthonyhaven
2012-05-06,5304751,how,during,another,214.87,56,Morocco,Rachelhaven
2022-02-15,9302329,employee,here,win,671.07,97,Oman,New Brandontown
1999-10-18,7298649,race,rest,then,263.19,35,Finland,Shawville
2016-01-13,5507966,between,move,agency,262.39,54,Kuwait,Lake Robin
2012-10-18,1154345,single,figure,later,269.81,11,Afghanistan,Kristinfort
1982-02-15,4341369,research,role,he,65.21,10,Montserrat,East Doris
2003-06-24,9759524,arm,traditional,hope,429.38,30,Ethiopia,East Gordon
1995-12-13,6201872,in,part,bank,559.58,35,Armenia,Paulchester
2017-09-04,6567100,tend,finish,option,846.37,92,Myanmar,Port Dalton
1971-05-20,411177,left,thought,analysis,235.13,45,Jamaica,Williamsshire
1990-12-19,5862799,follow,actually,will,811.28,98,Antigua and Barbuda,North James
2003-05-18,256154,support,raise,involve,228.33,92,Turkmenistan,Lake Tommy
1970-06-09,7705436,listen,budget,kid,564.99,9,American Samoa,Margaretside
2011-07-20,9700972,watch,big,artist,874.21,25,Kyrgyz Republic,Johnfurt
1979-07-27,9472001,someone,other,lose,613.98,84,Palau,East Carlos
2001-12-16,2827834,hit,sense,side,48.73,39,Uruguay,Stephenshire
1973-06-28,8342730,operation,until,home,728.68,91,Iceland,Savannahport
2002-11-13,584908,resource,Congress,marriage,444.82,19,Guatemala,Cardenastown
1978-06-28,4372786,story,spend,my,947.15,30,Wallis and Futuna,Lake Alice
1976-02-10,1668061,challenge,me,face,252.89,32,Nepal,Smithmouth
1986-04-13,96977,Congress,production,mission,622.24,38,Haiti,New Michelle
2008-03-26,7858710,ago,box,center,540.56,30,Senegal,Adamsview
1974-11-07,2707150,give,investment,better,39.46,16,Ethiopia,South Sandra
1976-12-20,2615696,news,raise,economy,403.62,36,Mauritania,Michaeltown
2021-01-14,5919268,card,able,read,309.41,20,Bahamas,East Nathanielborough
2013-07-26,2333056,continue,nation,game,900.55,87,Aruba,East Cheryl
2012-12-08,9088046,lose,collection,difficult,564.23,20,Burundi,East Brittney
2001-01-23,396769,marriage,high,explain,444.44,57,Christmas Island,Port Jonathanbury
1986-02-28,2118109,add,write,up,984.98,22,Israel,North April
2003-03-04,6801380,important,picture,someone,651.92,32,New Caledonia,South Frances
2005-02-22,3293085,morning,poor,since,456.95,91,Burkina Faso,New Margaret
1976-06-06,2064013,bag,country,consider,294.3,58,Kyrgyz Republic,Dennishaven
2004-03-22,920487,simply,low,trouble,631.78,87,Sao Tome and Principe,Lake James
1982-01-18,4092744,floor,Mrs,recognize,808.06,40,British Indian Ocean Territory (Chagos Archipelago),Leblancstad
2023-07-25,3955065,without,own,down,958.7,6,Bermuda,Allenfort
1983-04-03,414526,while,manager,suffer,43.48,64,Saint Pierre and Miquelon,North Timothy
1994-06-03,5460868,eye,writer,again,907.61,9,Cook Islands,East Nicholas
1985-10-09,1692800,commercial,need,form,460.88,59,Luxembourg,West Kylemouth
1983-12-30,2258254,part,line,he,865.45,97,Guernsey,Floresmouth
1977-02-19,212610,part,front,ten,100.56,6,Saint Kitts and Nevis,South Markstad
2008-02-19,5273312,fact,brother,option,142.44,14,Germany,New Patricia
1977-04-06,1396368,share,those,wrong,426.68,63,Singapore,East Caleb
2022-10-02,195830,buy,suffer,scientist,335.74,91,Barbados,Justinfurt
2004-06-07,9615556,employee,same,manager,419.99,75,Bangladesh,Reedberg
1999-01-04,2411554,morning,task,challenge,401.69,89,Turkey,West Jonathanmouth
2008-05-24,5245097,start,opportunity,at,169.83,54,Kazakhstan,Williamsborough
2019-04-13,2202087,better,not,foot,566.3,89,Ukraine,Deborahland
2010-08-23,5591086,keep,similar,itself,958.24,28,Congo,Whitakerberg
2022-12-07,5341203,guy,speech,story,739.29,55,Pitcairn Islands,Steeleberg
1974-07-15,1981988,change,natural,model,15.01,45,Portugal,West Juliebury
1979-06-05,5075383,wish,way,leg,617.52,56,Latvia,Marshallside
2007-01-14,2011640,its,reach,including,657.21,95,Indonesia,Russellport
1977-10-15,3404303,stage,computer,between,290.13,64,Serbia,Barronbury
1993-02-24,6650125,wear,huge,poor,808.11,23,Haiti,Peterton
2021-11-03,5118331,high,send,catch,573.84,90,Macao,West Robin
1971-02-27,312373,its,role,chance,295.1,47,Fiji,South Patrick
1982-06-11,7701772,peace,character,present,24.29,64,Lithuania,Port Melissa
2012-09-08,537461,fear,teacher,condition,901.36,100,Cameroon,South Kyle
2002-12-01,5449879,rich,whom,front,27.04,27,Philippines,Lake Becky
1994-08-24,9899737,its,whom,while,340.35,17,Suriname,Jasonfort
1982-03-23,8595307,also,quality,organization,382.95,49,Gibraltar,West Jonathanburgh
2016-02-14,2885439,child,when,technology,373.14,31,Sierra Leone,Knightborough
1972-01-22,5169612,capital,Congress,hit,877.9,54,Sudan,Clarkton
1977-10-04,9770584,financial,financial,leader,552.72,75,Trinidad and Tobago,Amyfort
1980-02-20,8439468,two,discover,catch,578.84,92,Kuwait,Jenniferland
2006-09-18,7223544,alone,cover,indicate,521.92,9,Gibraltar,Webbview
1979-11-12,5108703,son,such,for,859.78,26,Grenada,North Mikeport
1986-06-26,3957408,report,issue,interest,71.36,50,Burundi,East Jamesborough
2015-06-05,4327472,opportunity,investment,wall,210.99,64,Taiwan,New Heather
1979-01-19,9176684,hope,many,sea,825.52,20,Qatar,Lake Maria
1975-08-25,8572214,such,change,make,32.01,70,Bolivia,New Reneeville
1992-02-10,151319,star,financial,computer,574.11,67,Grenada,Martinezmouth
2012-04-25,697520,more,around,risk,791.12,32,Philippines,South Patrickville
1988-09-23,8255663,nature,when,operation,222.71,59,Canada,Brownburgh
1977-07-20,4214630,difficult,fast,second,96.96,95,American Samoa,West Samanthaville
1996-05-17,5503904,stay,run,green,472.01,82,Malta,West Dianafort
2000-06-02,261180,include,least,leader,333.74,94,Uganda,New Suzannefurt
2022-04-07,7325269,tough,we,none,993.22,65,Taiwan,Wallaceton
2008-07-02,4796916,list,factor,bill,871.92,84,Cook Islands,Lopezshire
1972-02-15,4434083,tend,win,leader,362.53,91,Niue,Port Elizabeth
1995-09-27,5158637,adult,floor,new,673.58,81,Jamaica,Michellefurt
1993-07-03,1064604,magazine,great,what,783.73,53,North Macedonia,Bondburgh
1989-08-08,3549219,into,smile,interest,635.48,58,Tanzania,Huffmanstad
2016-10-14,5865105,west,center,group,108.15,73,Brazil,Laurenmouth
2009-03-16,4015183,with,various,class,58.62,24,Cote d'Ivoire,Foxland
2019-10-19,1488054,meet,Mr,with,130.59,35,Papua New Guinea,Port Devin
2017-10-23,6865119,knowledge,area,its,513.55,59,Bolivia,Ryanmouth
2019-01-27,995383,nearly,statement,test,169.99,40,Azerbaijan,Lake Derrick
2009-04-13,8715396,system,language,matter,896.78,81,Saint Vincent and the Grenadines,Madelineton
1996-05-02,2681605,catch,carry,training,212.2,25,Botswana,Robertmouth
2011-05-19,5774133,about,artist,street,881.84,24,Hungary,Fletchermouth
2019-11-14,6299040,third,fill,with,258.52,67,Nicaragua,South Shawnview
2004-11-29,7146135,various,difference,national,386.86,5,Netherlands Antilles,Kevinmouth
1990-09-21,8134110,discover,agree,party,517.57,18,Tunisia,New Rebeccafort
2000-03-05,5083337,source,on,learn,310.26,6,Congo,Masonburgh
1973-10-07,506978,arm,appear,course,731.65,44,Iceland,East Vincent
2003-12-24,9122354,personal,available,only,98.37,77,Papua New Guinea,New William
2008-07-25,2121897,organization,against,but,950.83,94,Israel,Ericmouth
2017-07-25,2869654,big,friend,any,816.88,76,Bangladesh,Stevensland
2001-02-05,9862148,about,hour,call,554.46,77,Poland,West Samantha
1989-06-19,9233531,point,Congress,think,832.06,30,Chile,Port Michael
1991-03-26,9547028,my,among,nearly,972.99,96,Spain,Hernandezshire
1990-04-19,8643181,because,under,from,684.91,39,Qatar,South Victoria
2023-04-04,3786818,discussion,how,current,674.38,100,Pakistan,Ronnieshire
2015-09-01,6404324,cell,best,wall,644.33,66,Togo,Maryshire
1979-02-05,4062385,doctor,group,hundred,278.29,28,Greenland,Cheryltown
2018-04-02,373498,civil,itself,could,661.55,83,Montserrat,Port Timothy
1985-01-03,8178610,accept,including,step,559.62,75,San Marino,South Kristine
2020-07-09,7442501,bar,push,important,75.61,19,Jamaica,South Donaldmouth
1997-01-19,2377210,news,forget,job,988.14,1,Greenland,East Rachel
1980-04-29,518000,front,then,admit,733.49,52,Lesotho,South Brianbury
2003-03-02,1083990,structure,thank,general,996.53,47,Seychelles,Port Jesseberg
2002-07-25,5839276,security,common,fight,575.07,14,San Marino,Brandonhaven
2001-02-24,3051058,mean,or,since,303.17,94,Guinea,Stevenshire
1983-10-14,7231151,ahead,answer,option,836.67,15,New Caledonia,West Aaron
2017-05-24,1063906,much,represent,human,384.89,52,Antarctica (the territory South of 60 deg S),South Peggy
1972-03-18,1694500,production,prove,program,736.02,55,Lao People's Democratic Republic,Hunterville
2009-05-30,6934116,tree,maybe,win,374.84,78,Papua New Guinea,Port Joyceton
2015-12-20,2280051,successful,war,hotel,299.68,25,Christmas Island,Port Elizabeth
2016-02-19,1039633,data,community,remember,284.42,43,Martinique,South Ronald
1972-11-27,4688550,work,size,talk,858.59,7,Guernsey,North Arthurchester
1985-12-30,1131405,analysis,get,everyone,598.58,37,Antigua and Barbuda,Richardsshire
2013-07-04,5834710,finish,indicate,say,572.22,24,Central African Republic,West Deborah
1972-08-11,7966744,trip,have,mention,905.69,9,Montenegro,Keithchester
1974-01-08,1231049,key,carry,develop,568.38,91,Cocos (Keeling) Islands,South Kennethland
2007-12-26,8422393,modern,church,begin,671.59,59,American Samoa,Torreshaven
2021-05-18,4659434,occur,major,treatment,85.46,44,Seychelles,Lake Tyler
2013-05-11,1583096,include,practice,total,743.32,53,Nauru,Danielhaven
1971-07-01,7141326,top,three,range,575.34,35,Reunion,West Feliciaport
1989-06-19,4855526,it,society,environmental,528.66,97,Taiwan,New Jamesville
1988-11-19,82675,various,prevent,note,98.48,79,Botswana,Andersonton
1988-01-07,3440672,property,age,determine,344.2,9,Croatia,Jamesmouth
2014-04-12,9295764,wife,media,too,323.19,62,Guatemala,Lake Shirley
1990-07-20,4557042,door,expect,new,890.67,29,India,West Sarahaven
2010-04-04,6765077,like,control,news,125.23,69,Togo,North Morgan
1994-02-10,6302314,music,my,stuff,241.52,47,Samoa,Fitzgeraldside
1971-04-09,3799323,trade,talk,off,559.63,19,United States of America,East Joseph
1972-08-10,3091311,actually,and,scene,108.33,74,Ethiopia,Kellyton
2006-03-21,3060702,second,anything,fund,612.6,16,Nepal,South Jacobland
2018-10-27,9832639,happen,serve,magazine,921.84,43,Reunion,New Kathrynville
2017-07-25,5286558,left,follow,home,684.21,21,Palau,Graybury
1972-02-27,1238048,million,person,record,356.36,16,Swaziland,East Kelly
1990-09-27,9893813,land,store,financial,980.17,33,Guinea,Port Matthew
1984-06-23,5060441,brother,fish,under,713.98,78,Seychelles,Emilyfurt
2012-09-10,2107175,note,young,door,24.7,54,Chile,West Stacy
2005-09-06,8856176,culture,number,work,90.88,22,United States Minor Outlying Islands,Harmonmouth
1997-01-19,4353853,gas,discover,course,703.17,56,Cyprus,Rebeccafurt
1995-09-03,267463,page,now,or,722.0,74,Comoros,Bettyton
2015-02-25,5875341,pull,sure,piece,902.1,65,Bahrain,Kennethtown
2016-11-22,9960275,that,that,wind,311.62,67,Jersey,Bartonchester
2006-10-17,5821636,wind,speech,these,613.21,44,Egypt,West Roberttown
1973-05-06,6027869,here,it,cost,809.01,8,Somalia,West Rachel
1981-04-06,3005547,when,American,where,476.88,24,Greece,South Emily
1980-11-03,8080749,near,serve,must,829.29,23,China,North Kennethmouth
1994-09-11,6567339,pretty,Democrat,agreement,442.22,61,Western Sahara,Robertberg
2017-11-17,8063042,somebody,early,brother,241.15,39,Taiwan,Timothychester
1983-11-22,8168239,almost,create,agent,198.63,74,Moldova,New Elizabeth
1988-11-13,6339896,himself,law,thus,188.84,58,Germany,Nicholasborough
2021-01-23,4357669,energy,reality,bag,424.2,76,Lithuania,East David
1977-07-02,1169073,wall,prevent,this,90.8,11,Nauru,Port Barbara
1993-03-31,8561957,nor,will,difference,109.37,90,Saint Helena,Silvashire
1988-03-14,7942917,avoid,painting,pretty,462.71,70,Switzerland,Riveraton
2019-12-02,3639812,draw,woman,alone,580.64,2,Armenia,Danafort
2005-02-21,688840,leader,today,south,857.33,62,Ukraine,New Alexisfurt
2016-03-11,8042601,measure,even,that,241.17,56,Kazakhstan,Thomasfort
2001-06-21,7056806,family,design,reality,241.5,74,Antigua and Barbuda,New Jenniferhaven
2004-08-12,1024357,establish,maybe,customer,157.32,62,United States Minor Outlying Islands,Grayburgh
2019-03-15,4668395,course,they,interview,143.61,77,French Southern Territories,East Brettshire
2007-10-30,1062134,seek,into,avoid,249.23,60,Nigeria,Jennifermouth
1978-01-01,5299645,hair,vote,minute,250.36,78,Suriname,Brownmouth
2001-12-26,9096546,citizen,surface,whole,909.57,26,Belgium,East Amberland
1995-04-04,9767634,purpose,east,generation,561.85,58,Lebanon,Wrightville
1994-01-20,8037213,former,recognize,action,203.11,72,Honduras,North Mackenzie
1993-06-09,1425520,several,foot,morning,246.79,18,Trinidad and Tobago,Josephton
1991-05-17,1249439,high,several,radio,775.44,37,Cayman Islands,Davidhaven
2015-11-10,624052,expert,stop,car,820.6,69,Belarus,West Jose
1979-09-16,2432883,bit,reflect,talk,199.71,30,Faroe Islands,Lake Jeanette
2014-02-09,6408468,police,audience,agreement,753.13,47,Djibouti,Lake Katie
1989-05-02,2126795,purpose,expert,middle,386.11,19,Montenegro,East Heather
2012-01-09,456254,event,culture,ready,378.0,82,Madagascar,Alishaport
1994-09-25,97296,back,hope,beautiful,385.59,79,Isle of Man,North Jacobton
2014-09-12,2489697,test,note,along,148.4,9,Togo,Lake Mirandaton
1989-12-27,2029563,economy,some,suggest,129.72,57,Zimbabwe,Beasleyside
1973-05-22,4684332,available,into,statement,161.63,74,Iran,Ramosfort
1974-01-02,1245187,thank,do,son,947.25,41,Bhutan,Currytown
1994-12-19,4001543,similar,woman,manager,708.17,8,Saint Martin,West Andrew
1982-04-10,6339597,worker,sense,indicate,763.96,64,Trinidad and Tobago,South Shane
1999-08-25,6426275,even,bag,white,711.92,87,Saint Kitts and Nevis,Porterside
2006-11-28,6925274,support,fly,rock,531.44,12,Sri Lanka,Lake Dustin
2023-08-06,4484881,medical,audience,fear,933.53,87,Belgium,Port Meghan
2019-12-04,5937337,push,some,start,784.13,16,Haiti,Port Jefferyburgh
1976-11-26,6633371,into,bag,possible,914.6,100,Ukraine,West Mary
2015-03-19,9026607,discussion,capital,interesting,889.41,28,Jamaica,Marieville
2001-03-06,4882133,financial,suffer,democratic,952.72,53,Honduras,Barbaraburgh
1971-03-01,8053199,service,require,until,569.98,28,Macao,Camachoview
2020-06-18,1984616,director,cause,finally,984.07,89,Saint Kitts and Nevis,Johnburgh
2015-04-06,351683,life,staff,fear,15.82,66,Guam,West Catherinefurt
1974-07-10,7417254,position,Democrat,big,783.56,77,Morocco,Loriville
1991-01-23,5684490,research,claim,word,202.27,85,Faroe Islands,North Miranda
1985-07-04,920132,school,protect,middle,433.09,42,Taiwan,Griffinbury
2004-11-13,3581306,seat,throughout,tree,144.74,14,Faroe Islands,Brentburgh
2013-08-16,471392,more,method,American,257.24,67,Tonga,Gordonshire
1993-12-13,420515,dinner,election,by,726.25,66,United Arab Emirates,Craigberg
